id,name,user_id
13,Alte materiale consumabile,1
5,Ambalaje,1
7,Amenajari provizorii,1
11,Combustibil,1
14,Discount comercial intrari,1
10,Discount financiar intrari,1
2,Marfuri,1
4,Materiale auxiliare,1
9,Materiale in pastrare/consignatie,1
8,Materiale spre prelucrare,1
3,Materii prime,1
1,Nedefinit,1
6,Obiecte de inventar,1
12,Piese de schimb,1
